"Plot Title: Tank2_20180903"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444034, SEN S/N: 20444034, LBL: Celcius)","Coupler Detached (LGR S/N: 20444034)","Coupler Attached (LGR S/N: 20444034)","Host Connected (LGR S/N: 20444034)","End Of File (LGR S/N: 20444034)"
45,09/03/18 05:20:00 PM,27.431,,,,
46,09/03/18 05:30:00 PM,27.407,,,,
47,09/03/18 05:40:00 PM,27.407,,,,
48,09/03/18 05:50:00 PM,27.382,,,,
49,09/03/18 06:00:00 PM,27.382,,,,
50,09/03/18 06:10:00 PM,27.382,,,,
51,09/03/18 06:20:00 PM,27.382,,,,
52,09/03/18 06:30:00 PM,27.382,,,,
53,09/03/18 06:40:00 PM,27.382,,,,
54,09/03/18 06:50:00 PM,27.382,,,,
55,09/03/18 07:00:00 PM,27.358,,,,
56,09/03/18 07:10:00 PM,27.382,,,,
57,09/03/18 07:20:00 PM,27.382,,,,
58,09/03/18 07:30:00 PM,27.382,,,,
59,09/03/18 07:40:00 PM,27.358,,,,
60,09/03/18 07:50:00 PM,27.358,,,,
61,09/03/18 08:00:00 PM,27.358,,,,
62,09/03/18 08:10:00 PM,27.358,,,,
63,09/03/18 08:20:00 PM,27.382,,,,
64,09/03/18 08:30:00 PM,27.382,,,,
65,09/03/18 08:40:00 PM,27.382,,,,
66,09/03/18 08:50:00 PM,27.382,,,,
67,09/03/18 09:00:00 PM,27.382,,,,
68,09/03/18 09:10:00 PM,27.358,,,,
69,09/03/18 09:20:00 PM,27.358,,,,
70,09/03/18 09:30:00 PM,27.358,,,,
71,09/03/18 09:40:00 PM,27.333,,,,
72,09/03/18 09:50:00 PM,27.333,,,,
73,09/03/18 10:00:00 PM,27.308,,,,
74,09/03/18 10:10:00 PM,27.284,,,,
75,09/03/18 10:20:00 PM,27.284,,,,
76,09/03/18 10:30:00 PM,27.284,,,,
77,09/03/18 10:40:00 PM,27.284,,,,
78,09/03/18 10:50:00 PM,27.308,,,,
79,09/03/18 11:00:00 PM,27.333,,,,
80,09/03/18 11:10:00 PM,27.382,,,,
81,09/03/18 11:20:00 PM,27.431,,,,
82,09/03/18 11:30:00 PM,27.456,,,,
83,09/03/18 11:40:00 PM,27.481,,,,
84,09/03/18 11:50:00 PM,27.481,,,,
85,09/04/18 12:00:00 AM,27.456,,,,
86,09/04/18 12:10:00 AM,27.431,,,,
87,09/04/18 12:20:00 AM,27.431,,,,
88,09/04/18 12:30:00 AM,27.456,,,,
89,09/04/18 12:40:00 AM,27.456,,,,
90,09/04/18 12:50:00 AM,27.481,,,,
91,09/04/18 01:00:00 AM,27.481,,,,
92,09/04/18 01:10:00 AM,27.481,,,,
93,09/04/18 01:20:00 AM,27.481,,,,
94,09/04/18 01:30:00 AM,27.481,,,,
95,09/04/18 01:40:00 AM,27.481,,,,
96,09/04/18 01:50:00 AM,27.481,,,,
97,09/04/18 02:00:00 AM,27.505,,,,
98,09/04/18 02:10:00 AM,27.505,,,,
99,09/04/18 02:20:00 AM,27.505,,,,
100,09/04/18 02:30:00 AM,27.505,,,,
101,09/04/18 02:40:00 AM,27.505,,,,
102,09/04/18 02:50:00 AM,27.505,,,,
103,09/04/18 03:00:00 AM,27.505,,,,
104,09/04/18 03:10:00 AM,27.505,,,,
105,09/04/18 03:20:00 AM,27.505,,,,
106,09/04/18 03:30:00 AM,27.481,,,,
107,09/04/18 03:40:00 AM,27.481,,,,
108,09/04/18 03:50:00 AM,27.481,,,,
109,09/04/18 04:00:00 AM,27.481,,,,
110,09/04/18 04:10:00 AM,27.481,,,,
111,09/04/18 04:20:00 AM,27.456,,,,
112,09/04/18 04:30:00 AM,27.481,,,,
113,09/04/18 04:40:00 AM,27.456,,,,
114,09/04/18 04:50:00 AM,27.456,,,,
115,09/04/18 05:00:00 AM,27.431,,,,
116,09/04/18 05:10:00 AM,27.431,,,,
117,09/04/18 05:20:00 AM,27.431,,,,
118,09/04/18 05:30:00 AM,27.431,,,,
119,09/04/18 05:40:00 AM,27.456,,,,
120,09/04/18 05:50:00 AM,27.456,,,,
121,09/04/18 06:00:00 AM,27.456,,,,
122,09/04/18 06:10:00 AM,27.431,,,,
123,09/04/18 06:20:00 AM,27.407,,,,
124,09/04/18 06:30:00 AM,27.407,,,,
125,09/04/18 06:40:00 AM,27.407,,,,
126,09/04/18 06:50:00 AM,27.431,,,,
127,09/04/18 07:00:00 AM,27.431,,,,
128,09/04/18 07:10:00 AM,27.431,,,,
129,09/04/18 07:20:00 AM,27.431,,,,
130,09/04/18 07:30:00 AM,27.456,,,,
131,09/04/18 07:40:00 AM,27.456,,,,
132,09/04/18 07:50:00 AM,27.481,,,,
133,09/04/18 08:00:00 AM,27.481,,,,
134,09/04/18 08:10:00 AM,27.481,,,,
135,09/04/18 08:20:00 AM,27.505,,,,
136,09/04/18 08:30:00 AM,27.530,,,,
137,09/04/18 08:40:00 AM,27.530,,,,
138,09/04/18 08:50:00 AM,27.530,,,,
139,09/04/18 09:00:00 AM,27.530,,,,
140,09/04/18 09:10:00 AM,27.530,,,,
141,09/04/18 09:20:00 AM,27.530,,,,
142,09/04/18 09:30:00 AM,27.554,,,,
143,09/04/18 09:40:00 AM,27.554,,,,
144,09/04/18 09:50:00 AM,27.530,,,,
145,09/04/18 10:00:00 AM,27.554,,,,
146,09/04/18 10:10:00 AM,27.530,,,,
147,09/04/18 10:20:00 AM,27.554,,,,
148,09/04/18 10:30:00 AM,27.554,,,,
149,09/04/18 10:40:00 AM,27.579,,,,
150,09/04/18 10:50:00 AM,27.604,,,,
151,09/04/18 11:00:00 AM,27.628,,,,
152,09/04/18 11:10:00 AM,27.628,,,,
153,09/04/18 11:20:00 AM,27.628,,,,
154,09/04/18 11:30:00 AM,27.653,,,,
155,09/04/18 11:40:00 AM,27.677,,,,
156,09/04/18 11:50:00 AM,27.677,,,,
157,09/04/18 12:00:00 PM,27.751,,,,
158,09/04/18 12:10:00 PM,27.850,,,,
159,09/04/18 12:20:00 PM,27.825,,,,
160,09/04/18 12:30:00 PM,27.825,,,,
161,09/04/18 12:40:00 PM,27.875,,,,
162,09/04/18 12:50:00 PM,27.899,,,,
163,09/04/18 01:00:00 PM,27.875,,,,
164,09/04/18 01:10:00 PM,27.899,,,,
165,09/04/18 01:20:00 PM,27.875,,,,
166,09/04/18 01:30:00 PM,27.875,,,,
167,09/04/18 01:40:00 PM,27.899,,,,
168,09/04/18 01:50:00 PM,27.875,,,,
169,09/04/18 02:00:00 PM,27.850,,,,
170,09/04/18 02:10:00 PM,27.899,,,,
171,09/04/18 02:20:00 PM,27.875,,,,
172,09/04/18 02:30:00 PM,27.850,,,,
173,09/04/18 02:40:00 PM,27.875,,,,
174,09/04/18 02:50:00 PM,27.875,,,,
175,09/04/18 03:00:00 PM,27.825,,,,
176,09/04/18 03:10:00 PM,27.801,,,,
177,09/04/18 03:20:00 PM,27.776,,,,
178,09/04/18 03:30:00 PM,27.751,,,,
179,09/04/18 03:40:00 PM,27.727,,,,
180,09/04/18 03:50:00 PM,27.727,,,,
181,09/04/18 04:00:00 PM,27.727,,,,
182,09/04/18 04:10:00 PM,27.727,,,,
183,09/04/18 04:20:00 PM,27.702,,,,
184,09/04/18 04:30:00 PM,27.677,,,,
185,09/04/18 04:40:00 PM,27.677,,,,
186,09/04/18 04:50:00 PM,27.677,,,,
187,09/04/18 05:00:00 PM,27.653,,,,
188,09/04/18 05:10:00 PM,27.653,,,,
189,09/04/18 05:20:00 PM,27.653,,,,
190,09/04/18 05:30:00 PM,27.628,,,,
191,09/04/18 05:40:00 PM,27.628,,,,
192,09/04/18 05:50:00 PM,27.604,,,,
193,09/04/18 06:00:00 PM,27.579,,,,
194,09/04/18 06:10:00 PM,27.579,,,,
195,09/04/18 06:20:00 PM,27.554,,,,
196,09/04/18 06:30:00 PM,27.554,,,,
197,09/04/18 06:40:00 PM,27.530,,,,
198,09/04/18 06:50:00 PM,27.530,,,,
199,09/04/18 07:00:00 PM,27.530,,,,
200,09/04/18 07:10:00 PM,27.505,,,,
201,09/04/18 07:20:00 PM,27.505,,,,
202,09/04/18 07:30:00 PM,27.481,,,,
203,09/04/18 07:40:00 PM,27.481,,,,
204,09/04/18 07:50:00 PM,27.481,,,,
205,09/04/18 08:00:00 PM,27.481,,,,
206,09/04/18 08:10:00 PM,27.481,,,,
207,09/04/18 08:20:00 PM,27.481,,,,
208,09/04/18 08:30:00 PM,27.481,,,,
209,09/04/18 08:40:00 PM,27.505,,,,
210,09/04/18 08:50:00 PM,27.505,,,,
211,09/04/18 09:00:00 PM,27.505,,,,
212,09/04/18 09:10:00 PM,27.481,,,,
213,09/04/18 09:20:00 PM,27.481,,,,
214,09/04/18 09:30:00 PM,27.481,,,,
215,09/04/18 09:40:00 PM,27.456,,,,
216,09/04/18 09:50:00 PM,27.456,,,,
217,09/04/18 10:00:00 PM,27.456,,,,
218,09/04/18 10:10:00 PM,27.456,,,,
219,09/04/18 10:20:00 PM,27.456,,,,
220,09/04/18 10:30:00 PM,27.456,,,,
221,09/04/18 10:40:00 PM,27.456,,,,
222,09/04/18 10:50:00 PM,27.456,,,,
223,09/04/18 11:00:00 PM,27.456,,,,
224,09/04/18 11:10:00 PM,27.456,,,,
225,09/04/18 11:20:00 PM,27.456,,,,
226,09/04/18 11:30:00 PM,27.431,,,,
227,09/04/18 11:40:00 PM,27.407,,,,
228,09/04/18 11:50:00 PM,27.358,,,,
229,09/05/18 12:00:00 AM,27.308,,,,
230,09/05/18 12:10:00 AM,27.259,,,,
231,09/05/18 12:20:00 AM,27.259,,,,
232,09/05/18 12:30:00 AM,27.235,,,,
233,09/05/18 12:40:00 AM,27.235,,,,
234,09/05/18 12:50:00 AM,27.235,,,,
235,09/05/18 01:00:00 AM,27.210,,,,
236,09/05/18 01:10:00 AM,27.210,,,,
237,09/05/18 01:20:00 AM,27.210,,,,
238,09/05/18 01:30:00 AM,27.210,,,,
239,09/05/18 01:40:00 AM,27.235,,,,
240,09/05/18 01:50:00 AM,27.235,,,,
241,09/05/18 02:00:00 AM,27.235,,,,
242,09/05/18 02:10:00 AM,27.235,,,,
243,09/05/18 02:20:00 AM,27.210,,,,
244,09/05/18 02:30:00 AM,27.210,,,,
245,09/05/18 02:40:00 AM,27.210,,,,
246,09/05/18 02:50:00 AM,27.210,,,,
247,09/05/18 03:00:00 AM,27.186,,,,
248,09/05/18 03:10:00 AM,27.210,,,,
249,09/05/18 03:20:00 AM,27.210,,,,
250,09/05/18 03:30:00 AM,27.210,,,,
251,09/05/18 03:40:00 AM,27.210,,,,
252,09/05/18 03:50:00 AM,27.210,,,,
253,09/05/18 04:00:00 AM,27.235,,,,
254,09/05/18 04:10:00 AM,27.235,,,,
255,09/05/18 04:20:00 AM,27.235,,,,
256,09/05/18 04:30:00 AM,27.235,,,,
257,09/05/18 04:40:00 AM,27.210,,,,
258,09/05/18 04:50:00 AM,27.186,,,,
259,09/05/18 05:00:00 AM,27.186,,,,
260,09/05/18 05:10:00 AM,27.210,,,,
261,09/05/18 05:20:00 AM,27.210,,,,
262,09/05/18 05:30:00 AM,27.210,,,,
263,09/05/18 05:40:00 AM,27.235,,,,
264,09/05/18 05:50:00 AM,27.235,,,,
265,09/05/18 06:00:00 AM,27.235,,,,
266,09/05/18 06:10:00 AM,27.235,,,,
267,09/05/18 06:20:00 AM,27.235,,,,
268,09/05/18 06:30:00 AM,27.235,,,,
269,09/05/18 06:40:00 AM,27.235,,,,
270,09/05/18 06:50:00 AM,27.259,,,,
271,09/05/18 07:00:00 AM,27.259,,,,
272,09/05/18 07:10:00 AM,27.284,,,,
273,09/05/18 07:20:00 AM,27.284,,,,
274,09/05/18 07:30:00 AM,27.259,,,,
275,09/05/18 07:40:00 AM,27.259,,,,
276,09/05/18 07:50:00 AM,27.259,,,,
277,09/05/18 08:00:00 AM,27.259,,,,
278,09/05/18 08:10:00 AM,27.235,,,,
279,09/05/18 08:20:00 AM,27.259,,,,
280,09/05/18 08:30:00 AM,27.259,,,,
281,09/05/18 08:40:00 AM,27.284,,,,
282,09/05/18 08:50:00 AM,27.308,,,,
283,09/05/18 09:00:00 AM,27.333,,,,
284,09/05/18 09:10:00 AM,27.382,,,,
285,09/05/18 09:20:00 AM,27.431,,,,
286,09/05/18 09:30:00 AM,27.481,,,,
287,09/05/18 09:40:00 AM,27.481,,,,
288,09/05/18 09:50:00 AM,27.530,,,,
289,09/05/18 10:00:00 AM,27.604,,,,
290,09/05/18 10:10:00 AM,27.653,,,,
291,09/05/18 10:20:00 AM,27.579,,,,
292,09/05/18 10:30:00 AM,27.604,,,,
293,09/05/18 10:40:00 AM,27.628,,,,
294,09/05/18 10:50:00 AM,27.677,,,,
295,09/05/18 11:00:00 AM,27.628,,,,
296,09/05/18 11:10:00 AM,27.653,,,,
297,09/05/18 11:20:00 AM,27.628,,,,
298,09/05/18 11:30:00 AM,27.677,,,,
299,09/05/18 11:40:00 AM,27.776,,,,
300,09/05/18 11:50:00 AM,27.727,,,,
301,09/05/18 12:00:00 PM,27.825,,,,
302,09/05/18 12:10:00 PM,27.751,,,,
303,09/05/18 12:20:00 PM,27.751,,,,
304,09/05/18 12:30:00 PM,27.751,,,,
305,09/05/18 12:40:00 PM,27.727,,,,
306,09/05/18 12:50:00 PM,27.677,,,,
307,09/05/18 01:00:00 PM,27.677,,,,
308,09/05/18 01:10:00 PM,27.801,,,,
309,09/05/18 01:20:00 PM,27.924,,,,
310,09/05/18 01:30:00 PM,27.875,,,,
311,09/05/18 01:40:00 PM,27.974,,,,
312,09/05/18 01:50:00 PM,28.122,,,,
313,09/05/18 02:00:00 PM,28.171,,,,
314,09/05/18 02:10:00 PM,28.245,,,,
315,09/05/18 02:20:00 PM,28.295,,,,
316,09/05/18 02:30:00 PM,28.320,,,,
317,09/05/18 02:40:00 PM,28.245,,,,
318,09/05/18 02:50:00 PM,28.147,,,,
319,09/05/18 03:00:00 PM,28.048,,,,
320,09/05/18 03:10:00 PM,27.974,,,,
321,09/05/18 03:20:00 PM,27.924,,,,
322,09/05/18 03:30:00 PM,27.875,,,,
323,09/05/18 03:40:00 PM,27.825,,,,
324,09/05/18 03:50:00 PM,27.776,,,,
325,09/05/18 04:00:00 PM,27.727,,,,
326,09/05/18 04:10:00 PM,27.677,,,,
327,09/05/18 04:20:00 PM,27.653,,,,
328,09/05/18 04:30:00 PM,27.628,,,,
329,09/05/18 04:40:00 PM,27.628,,,,
330,09/05/18 04:50:00 PM,27.628,,,,
331,09/05/18 05:00:00 PM,27.604,,,,
332,09/05/18 05:10:00 PM,27.579,,,,
333,09/05/18 05:20:00 PM,27.579,,,,
334,09/05/18 05:30:00 PM,27.579,,,,
335,09/05/18 05:40:00 PM,27.579,,,,
336,09/05/18 05:50:00 PM,27.579,,,,
337,09/05/18 06:00:00 PM,27.554,,,,
338,09/05/18 06:10:00 PM,27.554,,,,
339,09/05/18 06:20:00 PM,27.554,,,,
340,09/05/18 06:30:00 PM,27.554,,,,
341,09/05/18 06:40:00 PM,27.530,,,,
342,09/05/18 06:50:00 PM,27.530,,,,
343,09/05/18 07:00:00 PM,27.530,,,,
344,09/05/18 07:10:00 PM,27.530,,,,
345,09/05/18 07:20:00 PM,27.530,,,,
346,09/05/18 07:30:00 PM,27.530,,,,
347,09/05/18 07:40:00 PM,27.530,,,,
348,09/05/18 07:50:00 PM,27.530,,,,
349,09/05/18 08:00:00 PM,27.530,,,,
350,09/05/18 08:10:00 PM,27.530,,,,
351,09/05/18 08:20:00 PM,27.530,,,,
352,09/05/18 08:30:00 PM,27.530,,,,
353,09/05/18 08:40:00 PM,27.530,,,,
354,09/05/18 08:50:00 PM,27.530,,,,
355,09/05/18 09:00:00 PM,27.530,,,,
356,09/05/18 09:10:00 PM,27.505,,,,
357,09/05/18 09:20:00 PM,27.505,,,,
358,09/05/18 09:30:00 PM,27.505,,,,
359,09/05/18 09:40:00 PM,27.505,,,,
360,09/05/18 09:50:00 PM,27.505,,,,
361,09/05/18 10:00:00 PM,27.505,,,,
362,09/05/18 10:10:00 PM,27.505,,,,
363,09/05/18 10:20:00 PM,27.505,,,,
364,09/05/18 10:30:00 PM,27.505,,,,
365,09/05/18 10:40:00 PM,27.505,,,,
366,09/05/18 10:50:00 PM,27.505,,,,
367,09/05/18 11:00:00 PM,27.505,,,,
368,09/05/18 11:10:00 PM,27.505,,,,
369,09/05/18 11:20:00 PM,27.530,,,,
370,09/05/18 11:30:00 PM,27.530,,,,
371,09/05/18 11:40:00 PM,27.505,,,,
372,09/05/18 11:50:00 PM,27.505,,,,
373,09/06/18 12:00:00 AM,27.505,,,,
374,09/06/18 12:10:00 AM,27.481,,,,
375,09/06/18 12:20:00 AM,27.481,,,,
376,09/06/18 12:30:00 AM,27.456,,,,
377,09/06/18 12:40:00 AM,27.431,,,,
378,09/06/18 12:50:00 AM,27.407,,,,
379,09/06/18 01:00:00 AM,27.382,,,,
380,09/06/18 01:10:00 AM,27.382,,,,
381,09/06/18 01:20:00 AM,27.382,,,,
382,09/06/18 01:30:00 AM,27.358,,,,
383,09/06/18 01:40:00 AM,27.358,,,,
384,09/06/18 01:50:00 AM,27.333,,,,
385,09/06/18 02:00:00 AM,27.333,,,,
386,09/06/18 02:10:00 AM,27.308,,,,
387,09/06/18 02:20:00 AM,27.284,,,,
388,09/06/18 02:30:00 AM,27.284,,,,
389,09/06/18 02:40:00 AM,27.284,,,,
390,09/06/18 02:50:00 AM,27.259,,,,
391,09/06/18 03:00:00 AM,27.235,,,,
392,09/06/18 03:10:00 AM,27.210,,,,
393,09/06/18 03:20:00 AM,27.161,,,,
394,09/06/18 03:30:00 AM,27.112,,,,
395,09/06/18 03:40:00 AM,27.063,,,,
396,09/06/18 03:50:00 AM,27.038,,,,
397,09/06/18 04:00:00 AM,27.014,,,,
398,09/06/18 04:10:00 AM,27.014,,,,
399,09/06/18 04:20:00 AM,26.989,,,,
400,09/06/18 04:30:00 AM,26.989,,,,
401,09/06/18 04:40:00 AM,26.989,,,,
402,09/06/18 04:50:00 AM,26.965,,,,
403,09/06/18 05:00:00 AM,26.965,,,,
404,09/06/18 05:10:00 AM,26.965,,,,
405,09/06/18 05:20:00 AM,26.965,,,,
406,09/06/18 05:30:00 AM,26.965,,,,
407,09/06/18 05:40:00 AM,26.989,,,,
408,09/06/18 05:50:00 AM,26.989,,,,
409,09/06/18 06:00:00 AM,27.014,,,,
410,09/06/18 06:10:00 AM,27.014,,,,
411,09/06/18 06:20:00 AM,26.989,,,,
412,09/06/18 06:30:00 AM,26.989,,,,
413,09/06/18 06:40:00 AM,26.989,,,,
414,09/06/18 06:50:00 AM,26.965,,,,
415,09/06/18 07:00:00 AM,26.965,,,,
416,09/06/18 07:10:00 AM,26.940,,,,
417,09/06/18 07:20:00 AM,26.940,,,,
418,09/06/18 07:30:00 AM,26.940,,,,
419,09/06/18 07:40:00 AM,26.940,,,,
420,09/06/18 07:50:00 AM,26.916,,,,
421,09/06/18 08:00:00 AM,26.940,,,,
422,09/06/18 08:10:00 AM,26.965,,,,
423,09/06/18 08:20:00 AM,26.989,,,,
424,09/06/18 08:30:00 AM,27.038,,,,
425,09/06/18 08:40:00 AM,27.063,,,,
426,09/06/18 08:50:00 AM,27.087,,,,
427,09/06/18 09:00:00 AM,27.112,,,,
428,09/06/18 09:10:00 AM,27.136,,,,
429,09/06/18 09:20:00 AM,27.186,,,,
430,09/06/18 09:30:00 AM,27.210,,,,
431,09/06/18 09:40:00 AM,27.235,,,,
432,09/06/18 09:50:00 AM,27.333,,,,
433,09/06/18 10:00:00 AM,27.431,,,,
434,09/06/18 10:10:00 AM,27.554,,,,
435,09/06/18 10:20:00 AM,27.554,,,,
436,09/06/18 10:30:00 AM,27.554,,,,
437,09/06/18 10:40:00 AM,27.677,,,,
438,09/06/18 10:50:00 AM,27.751,,,,
439,09/06/18 11:00:00 AM,27.776,,,,
440,09/06/18 11:10:00 AM,27.727,,,,
441,09/06/18 11:20:00 AM,27.727,,,,
442,09/06/18 11:30:00 AM,27.825,,,,
443,09/06/18 11:40:00 AM,27.801,,,,
444,09/06/18 11:50:00 AM,27.801,,,,
445,09/06/18 12:00:00 PM,27.875,,,,
446,09/06/18 12:10:00 PM,27.924,,,,
447,09/06/18 12:20:00 PM,28.023,,,,
448,09/06/18 12:30:00 PM,28.097,,,,
449,09/06/18 12:40:00 PM,28.171,,,,
450,09/06/18 12:50:00 PM,28.221,,,,
451,09/06/18 01:00:00 PM,28.270,,,,
452,09/06/18 01:10:00 PM,28.320,,,,
453,09/06/18 01:20:00 PM,28.295,,,,
454,09/06/18 01:30:00 PM,28.295,,,,
455,09/06/18 01:40:00 PM,28.196,,,,
456,09/06/18 01:50:00 PM,28.097,,,,
457,09/06/18 02:00:00 PM,28.072,,,,
458,09/06/18 02:10:00 PM,28.072,,,,
459,09/06/18 02:20:00 PM,28.171,,,,
460,09/06/18 02:30:00 PM,28.048,,,,
461,09/06/18 02:40:00 PM,27.974,,,,
462,09/06/18 02:50:00 PM,27.949,,,,
463,09/06/18 03:00:00 PM,27.899,,,,
464,09/06/18 03:10:00 PM,27.850,,,,
465,09/06/18 03:20:00 PM,27.776,,,,
466,09/06/18 03:30:00 PM,27.776,,,,
467,09/06/18 03:40:00 PM,27.751,,,,
468,09/06/18 03:50:00 PM,27.727,,,,
469,09/06/18 04:00:00 PM,27.653,,,,
470,09/06/18 04:10:00 PM,27.653,,,,
471,09/06/18 04:20:00 PM,27.628,,,,
472,09/06/18 04:30:00 PM,27.579,,,,
473,09/06/18 04:40:00 PM,27.579,,,,
474,09/06/18 04:50:00 PM,27.554,,,,
475,09/06/18 05:00:00 PM,27.554,,,,
476,09/06/18 05:10:00 PM,27.554,,,,
477,09/06/18 05:20:00 PM,27.530,,,,
478,09/06/18 05:30:00 PM,27.530,,,,
479,09/06/18 05:40:00 PM,27.530,,,,
480,09/06/18 05:50:00 PM,27.530,,,,
481,09/06/18 06:00:00 PM,27.505,,,,
482,09/06/18 06:10:00 PM,27.505,,,,
483,09/06/18 06:20:00 PM,27.481,,,,
484,09/06/18 06:30:00 PM,27.456,,,,
485,09/06/18 06:40:00 PM,27.456,,,,
486,09/06/18 06:50:00 PM,27.431,,,,
487,09/06/18 07:00:00 PM,27.407,,,,
488,09/06/18 07:10:00 PM,27.407,,,,
489,09/06/18 07:20:00 PM,27.382,,,,
490,09/06/18 07:30:00 PM,27.358,,,,
491,09/06/18 07:40:00 PM,27.358,,,,
492,09/06/18 07:50:00 PM,27.358,,,,
493,09/06/18 08:00:00 PM,27.333,,,,
494,09/06/18 08:10:00 PM,27.333,,,,
495,09/06/18 08:20:00 PM,27.333,,,,
496,09/06/18 08:30:00 PM,27.333,,,,
497,09/06/18 08:40:00 PM,27.333,,,,
498,09/06/18 08:50:00 PM,27.308,,,,
499,09/06/18 09:00:00 PM,27.308,,,,
500,09/06/18 09:10:00 PM,27.308,,,,
501,09/06/18 09:20:00 PM,27.308,,,,
502,09/06/18 09:30:00 PM,27.308,,,,
503,09/06/18 09:40:00 PM,27.308,,,,
504,09/06/18 09:50:00 PM,27.308,,,,
505,09/06/18 10:00:00 PM,27.333,,,,
506,09/06/18 10:10:00 PM,27.333,,,,
507,09/06/18 10:20:00 PM,27.333,,,,
508,09/06/18 10:30:00 PM,27.333,,,,
509,09/06/18 10:40:00 PM,27.358,,,,
510,09/06/18 10:50:00 PM,27.358,,,,
511,09/06/18 11:00:00 PM,27.358,,,,
512,09/06/18 11:10:00 PM,27.358,,,,
513,09/06/18 11:20:00 PM,27.358,,,,
514,09/06/18 11:30:00 PM,27.333,,,,
515,09/06/18 11:40:00 PM,27.333,,,,
516,09/06/18 11:50:00 PM,27.333,,,,
517,09/07/18 12:00:00 AM,27.333,,,,
518,09/07/18 12:10:00 AM,27.308,,,,
519,09/07/18 12:20:00 AM,27.284,,,,
520,09/07/18 12:30:00 AM,27.284,,,,
521,09/07/18 12:40:00 AM,27.259,,,,
522,09/07/18 12:50:00 AM,27.259,,,,
523,09/07/18 01:00:00 AM,27.235,,,,
524,09/07/18 01:10:00 AM,27.235,,,,
525,09/07/18 01:20:00 AM,27.210,,,,
526,09/07/18 01:30:00 AM,27.186,,,,
527,09/07/18 01:40:00 AM,27.186,,,,
528,09/07/18 01:50:00 AM,27.161,,,,
529,09/07/18 02:00:00 AM,27.161,,,,
530,09/07/18 02:10:00 AM,27.136,,,,
531,09/07/18 02:20:00 AM,27.136,,,,
532,09/07/18 02:30:00 AM,27.136,,,,
533,09/07/18 02:40:00 AM,27.136,,,,
534,09/07/18 02:50:00 AM,27.136,,,,
535,09/07/18 03:00:00 AM,27.136,,,,
536,09/07/18 03:10:00 AM,27.136,,,,
537,09/07/18 03:20:00 AM,27.112,,,,
538,09/07/18 03:30:00 AM,27.112,,,,
539,09/07/18 03:40:00 AM,27.112,,,,
540,09/07/18 03:50:00 AM,27.112,,,,
541,09/07/18 04:00:00 AM,27.136,,,,
542,09/07/18 04:10:00 AM,27.136,,,,
543,09/07/18 04:20:00 AM,27.136,,,,
544,09/07/18 04:30:00 AM,27.136,,,,
545,09/07/18 04:40:00 AM,27.136,,,,
546,09/07/18 04:50:00 AM,27.112,,,,
547,09/07/18 05:00:00 AM,27.112,,,,
